customer_id,card_tenure,risk_score,num_promoted,avg_bal,geo_group,res_type,
SB0000098127,246,759,0,1825,SE,SI,
SB0000043950,111,682,0,3760,N,CO,
SB0000069972,222,760,0,,SE,SI,
SB0000113873,,566,0,3431,E,RE,
SB0000059786,246,520,0,1610,SE,TO,
SB0000029981,186,566,0,3711,E,RE,
SB0000014464,107,663,0,2259,N,CO,
SB0000022790,596,655,0,4047,E,CO,
SB0000132031,111,656,0,3672,N,CO,
SB0000015112,52,638,0,3764,W,CN,
SB0000020914,99,759,0,3646,N,SI,
SB0000062044,139,610,0,3454,E,RE,
SB0000128986,206,520,0,1625,SE,TO,
SB0000089710,95,739,0,3336,N,SI,
SB0000034851,95,682,0,3233,N,CO,
SB0000038857,151,599,0,3410,E,RE,
SB0000042124,186,663,0,2858,E,CO,
SB0000127345,246,520,0,2050,SE,TO,
SB0000043834,60,622,0,3732,W,CN,
SB0000048562,147,520,0,1933,E,TO,
SB0000026051,198,737,0,3551,E,SI,
SB0000083589,206,520,0,2980,SE,TO,
SB0000056140,63,713,0,3572,W,CO,
SB0000013007,210,714,0,1993,SE,CO,
SB0000065786,127,599,0,1692,E,RE,
SB0000128018,175,714,0,3640,E,CO,
SB0000100503,83,520,0,-132,N,TO,
SB0000034977,139,759,0,3551,E,SI,
SB0000012607,95,695,0,1418,N,CO,
SB0000068489,143,704,0,1067,E,CO,
SB0000078161,87,717,0,3445,N,CO,
SB0000137190,167,629,0,3321,E,CN,
SB0000147123,20,759,0,3484,W,SI,
SB0000139647,111,690,0,3611,N,CO,
SB0000131170,131,709,0,2168,E,CO,
SB0000028946,87,563,0,3702,N,RE,
SB0000134039,210,753,0,3243,SE,SI,
SB0000123858,,677,0,3233,,CO,
SB0000110180,230,520,0,3008,SE,TO,
SB0000140421,103,695,0,3247,N,CO,
SB0000052561,186,689,0,2878,E,CO,
SB0000147719,167,520,0,,E,TO,
SB0000144779,246,760,0,3575,SE,SI,
SB0000084273,139,744,0,3419,E,SI,
SB0000136577,206,756,0,-132,SE,SI,
SB0000139490,230,755,0,3868,SE,SI,
SB0000067614,179,719,0,2648,E,CO,
SB0000075739,198,520,0,2838,E,TO,
SB0000086436,379,758,0,3852,SE,SI,
SB0000054382,111,520,0,2905,N,TO,
SB0000066254,131,674,0,2731,E,CO,
SB0000116812,63,701,0,2808,W,CO,
SB0000072359,246,731,0,3203,SE,SI,
SB0000123088,107,624,0,3383,N,CN,
SB0000030388,131,719,0,,E,CO,
SB0000122356,198,760,0,2340,E,SI,
SB0000043011,52,760,0,-132,W,SI,
SB0000129791,151,701,0,1860,E,CO,
SB0000130723,79,520,0,3056,N,TO,
SB0000143685,48,707,0,3622,W,CO,
SB0000071718,186,693,0,1816,E,CO,
SB0000023352,246,759,0,3652,SE,SI,
SB0000111655,52,748,0,3705,W,SI,
SB0000023658,123,635,0,2983,E,CN,
SB0000036439,246,759,0,2613,SE,SI,
SB0000114146,79,753,0,3410,N,SI,
SB0000058520,107,629,0,3306,N,CN,
SB0000071014,63,520,0,3580,W,TO,
SB0000027204,163,523,0,2705,E,TO,
SB0000076813,143,628,0,3551,E,CN,
SB0000134475,83,729,0,3817,N,SI,
SB0000060686,167,676,0,3002,E,CO,
SB0000092831,123,668,0,3450,E,CO,
SB0000136298,206,520,0,3315,SE,TO,
SB0000126292,111,689,0,3959,N,CO,
SB0000016586,218,758,0,3994,SE,SI,
SB0000034295,107,637,0,2687,N,CN,
SB0000139308,171,520,0,2995,E,TO,
SB0000100740,246,757,0,,,SI,
SB0000013432,44,639,0,3852,W,CN,
SB0000126852,234,639,0,3725,SE,CN,
SB0000097658,119,647,0,2763,N,CN,
SB0000123108,115,705,0,2240,N,CO,
SB0000141032,99,658,0,2598,,,
SB0000045982,155,520,0,3734,E,TO,
SB0000147246,79,686,0,2524,N,CO,
SB0000118875,103,685,0,3498,N,CO,
SB0000145863,155,705,0,959,E,CO,
SB0000080837,147,532,0,3911,E,TO,
SB0000037239,119,655,0,3498,N,CO,
SB0000043717,60,570,0,3463,W,RE,
SB0000118281,119,686,0,2471,N,CO,
SB0000097409,111,520,0,3233,N,TO,
SB0000068963,175,672,0,2816,E,CO,
SB0000108257,202,741,0,-132,SE,SI,
SB0000052853,139,688,0,7340,E,CO,
SB0000134328,198,648,0,3864,E,CN,
SB0000053793,135,680,0,3233,E,CO,
SB0000041205,182,713,0,3587,E,CO,
SB0000056159,60,748,0,3631,,SI,
SB0000058919,167,724,0,-132,E,SI,
SB0000106670,175,758,0,2728,E,SI,
SB0000108767,222,520,0,4065,SE,TO,
SB0000131344,71,520,0,3941,W,TO,
SB0000044912,155,730,0,3115,E,SI,
SB0000013841,95,639,0,2819,N,CN,
SB0000035826,71,720,0,3806,W,CO,
SB0000066360,,520,0,2560,E,TO,
SB0000086742,67,520,0,2273,W,TO,
SB0000141305,67,520,0,3182,W,TO,
SB0000051298,143,520,0,,E,TO,
SB0000029168,75,739,0,3988,N,SI,
SB0000039401,83,605,0,3906,N,RE,
SB0000124400,179,520,0,1051,E,TO,
SB0000043600,230,698,0,4056,SE,CO,
SB0000134637,119,669,0,3542,N,CO,
SB0000135404,182,723,0,3171,E,CO,
SB0000044664,246,520,0,194,SE,TO,
SB0000023750,139,520,0,3622,E,TO,
SB0000070471,95,702,0,3038,N,CO,
SB0000143356,75,653,0,3498,N,CO,
SB0000021159,127,690,0,3498,E,CO,
SB0000136997,147,680,0,2878,E,CO,
SB0000122506,179,719,0,1993,E,CO,
SB0000015756,147,520,0,3910,E,TO,
SB0000128300,206,739,0,3605,SE,SI,
SB0000140160,155,520,0,2394,E,TO,
SB0000027022,60,698,0,-132,W,CO,
SB0000077901,246,760,0,3560,SE,SI,
SB0000016626,103,597,0,2932,N,RE,
SB0000044796,238,753,0,4040,SE,SI,
SB0000113178,135,760,0,2308,E,SI,
SB0000078973,202,699,0,3277,SE,CO,
SB0000043118,155,721,0,3114,E,,
SB0000050152,206,760,0,2604,SE,SI,
SB0000071633,60,695,0,1713,W,CO,
SB0000050066,115,760,0,,N,SI,
SB0000112188,230,520,0,3855,SE,TO,
SB0000030678,71,737,0,3330,W,SI,
SB0000024077,190,667,0,3852,E,CO,
SB0000110476,139,636,0,1993,E,CN,
SB0000107999,67,520,0,1835,W,TO,
SB0000086740,574,594,0,2433,W,RE,
SB0000105364,127,640,0,3800,E,CN,
SB0000021239,151,673,0,3215,E,CO,
SB0000018669,40,723,0,3835,W,,
SB0000108946,246,760,0,2436,SE,SI,
SB0000094332,91,662,0,3728,N,CO,
SB0000148751,48,673,0,3325,W,CO,
SB0000090393,123,705,0,1639,E,CO,
SB0000013114,246,520,0,208,SE,TO,
SB0000064606,147,703,0,3179,E,CO,
SB0000102198,163,759,0,3401,E,SI,
SB0000142267,171,732,0,2011,E,SI,
SB0000073166,115,608,0,3233,N,RE,
SB0000082460,139,520,0,3941,E,TO,
SB0000098966,95,724,0,3286,N,SI,
SB0000146172,48,741,0,3331,W,SI,
SB0000098777,182,520,0,3649,E,TO,
SB0000053084,135,704,0,2792,E,CO,
SB0000134516,95,520,0,3691,N,TO,
SB0000043420,115,715,0,2878,N,CO,
SB0000113541,194,715,0,2915,E,CO,
SB0000119384,210,657,0,3908,SE,CO,
SB0000128012,83,717,0,3764,N,CO,
SB0000126184,32,712,0,3941,W,CO,
SB0000121202,131,584,0,3323,E,RE,
SB0000124139,159,760,0,3731,E,SI,
SB0000127673,103,626,0,3631,N,,
SB0000065293,179,712,0,3450,E,CO,
SB0000017031,99,577,0,,N,RE,
SB0000076388,115,568,0,3835,N,RE,
SB0000087775,167,693,0,2347,E,CO,
SB0000132431,139,520,0,3806,E,TO,
SB0000021775,91,695,0,3370,N,CO,
SB0000059640,103,626,0,3941,N,CN,
SB0000100975,171,705,0,1934,E,CO,
SB0000097348,151,738,0,2200,E,SI,
SB0000086291,127,685,0,1462,E,CO,
SB0000089303,63,694,0,3994,W,CO,
SB0000085988,226,520,0,4066,SE,TO,
SB0000065430,63,724,0,2985,W,SI,
SB0000133636,238,747,0,3287,SE,SI,
SB0000026718,246,520,0,734,SE,TO,
SB0000129877,131,639,0,3802,E,CN,
SB0000077318,107,597,1,3374,N,RE,
SB0000091844,107,710,0,2721,N,CO,
SB0000050822,163,735,0,3055,E,SI,
SB0000113097,147,717,0,3041,E,CO,
SB0000044017,91,683,0,3677,,CO,
SB0000147677,75,724,0,3268,N,SI,
SB0000140460,139,680,0,3357,E,CO,
SB0000037389,171,758,0,3382,E,SI,
SB0000142044,139,760,0,3162,E,SI,
SB0000036649,40,709,0,3554,W,CO,
SB0000143957,,760,0,3085,W,SI,
SB0000144077,179,644,0,3534,,CN,
SB0000052851,56,545,0,3711,W,TO,
SB0000028165,143,626,0,3847,,CN,
SB0000051015,67,749,0,3882,W,SI,
SB0000131333,127,661,0,2865,E,CO,
SB0000047696,56,708,0,2622,W,CO,
SB0000131098,190,520,0,2898,E,TO,
SB0000025803,218,604,0,4091,SE,RE,
SB0000103538,179,758,0,1587,E,SI,
SB0000127045,151,578,0,3573,E,RE,
SB0000065436,83,705,0,3768,N,CO,
SB0000105872,71,673,0,2808,W,CO,
SB0000014909,214,655,0,8530,SE,CO,
SB0000040635,179,667,0,2566,E,CO,
SB0000062177,111,676,0,3498,N,CO,
SB0000034086,,644,0,3052,N,CN,
SB0000038739,151,655,0,3445,E,CO,
SB0000075509,44,750,0,3746,W,SI,
SB0000095676,75,739,0,3705,N,SI,
SB0000053933,36,594,0,3962,W,RE,
SB0000037643,91,760,0,2347,N,,
SB0000132174,139,658,0,2761,E,CO,
SB0000144180,230,753,0,2754,SE,SI,
SB0000027868,155,520,0,3490,E,TO,
SB0000055619,198,625,0,2830,E,CN,
SB0000063542,83,573,0,3546,N,RE,
SB0000055966,159,698,0,2731,E,CO,
SB0000088916,107,760,0,3795,N,SI,
SB0000048518,123,705,0,3056,E,CO,
SB0000021511,,603,0,3814,SE,RE,
SB0000143110,143,671,0,3174,E,CO,
SB0000138082,143,731,0,3042,E,SI,
SB0000127981,123,724,0,3410,E,SI,
SB0000082585,190,520,0,2046,E,TO,
SB0000073878,87,668,0,1639,N,CO,
SB0000110803,107,520,0,2371,N,TO,
SB0000035517,123,661,0,3985,E,CO,
SB0000130349,75,520,0,585,N,TO,
SB0000104479,135,520,0,1700,E,TO,
SB0000050068,179,753,0,2693,E,SI,
SB0000113669,151,692,0,3233,E,CO,
SB0000124133,52,680,0,3419,W,CO,
SB0000025081,75,697,0,3410,N,CO,
SB0000099779,202,703,0,3277,SE,CO,
SB0000064028,103,674,0,3203,N,CO,
SB0000019277,,529,0,3675,N,TO,
SB0000122927,155,520,0,260,E,TO,
SB0000133478,198,759,0,3380,E,SI,
SB0000061989,123,688,0,2253,E,CO,
SB0000056918,186,520,0,,E,TO,
SB0000026491,119,520,0,2620,N,TO,
SB0000141168,119,520,0,2936,N,TO,
SB0000123526,210,520,0,3974,SE,TO,
SB0000049107,63,687,0,3516,W,CO,
SB0000086468,218,569,0,3425,SE,RE,
SB0000035120,119,659,0,3693,N,CO,
SB0000047766,75,713,0,1639,N,CO,
SB0000074781,131,749,0,2853,E,SI,
SB0000064445,119,678,0,3259,N,CO,
SB0000022370,,713,0,3842,E,CO,
SB0000117861,79,520,0,9086,N,TO,
SB0000124506,226,666,0,3587,SE,CO,
SB0000142988,139,725,0,2856,E,SI,
SB0000078162,159,685,0,3403,E,,
SB0000013288,135,520,0,1187,E,TO,
SB0000027928,48,731,0,3941,W,SI,
SB0000107010,143,675,0,3056,E,CO,
SB0000105885,218,708,0,,SE,CO,
SB0000128303,159,676,0,2737,E,CO,
SB0000138282,60,752,0,3777,W,SI,
SB0000098265,119,699,0,2312,N,CO,
SB0000019808,155,732,0,3622,E,SI,
SB0000057349,179,668,0,1757,E,CO,
SB0000104712,147,709,0,2878,E,CO,
SB0000076226,67,623,0,3144,W,CN,
SB0000055528,75,554,0,3587,N,TO,
SB0000067658,186,718,0,3102,E,CO,
SB0000056392,103,670,0,3225,N,CO,
SB0000028492,115,749,0,3247,N,SI,
SB0000082833,147,759,0,-132,E,SI,
SB0000037733,127,571,0,3739,E,RE,
SB0000043907,107,663,0,2453,N,CO,
SB0000051983,119,520,0,2297,N,TO,
SB0000080596,,735,0,,N,SI,
SB0000040390,48,740,0,3661,W,SI,
SB0000115231,182,520,0,2376,E,TO,
SB0000119964,175,690,0,2790,E,CO,
SB0000074028,40,750,0,3233,W,SI,
SB0000084040,111,520,0,2892,N,TO,
SB0000120257,119,619,0,3233,N,CN,
SB0000058996,151,694,0,3286,E,CO,
SB0000031223,167,736,0,1733,E,SI,
SB0000028269,159,712,0,3711,E,CO,
SB0000016343,143,718,0,4101,E,CO,
SB0000104923,151,520,0,2701,E,TO,
SB0000138651,79,655,0,3826,N,CO,
SB0000022761,115,582,0,3547,N,RE,
SB0000024400,127,575,0,2354,E,RE,
SB0000126367,99,708,1,1344,N,CO,
SB0000031253,139,520,0,3852,E,TO,
SB0000020900,190,653,0,3289,E,CO,
SB0000029159,139,667,0,2524,E,CO,
SB0000016443,151,685,0,3277,E,CO,
SB0000108475,222,520,0,2062,SE,TO,
SB0000014378,123,657,0,3425,E,CO,
SB0000137173,28,699,0,3897,W,CO,
SB0000107295,159,520,0,2872,E,TO,
SB0000039235,103,646,0,3833,N,CN,
SB0000020131,71,735,0,3764,W,SI,
SB0000093214,16,520,0,4042,W,TO,
SB0000074952,95,675,0,2737,N,CO,
SB0000128609,79,592,0,3295,N,RE,
SB0000019456,155,679,0,3355,E,CO,
SB0000143653,111,756,0,3764,N,SI,
SB0000021101,226,520,0,3850,SE,TO,
SB0000043395,103,742,0,3144,N,SI,
SB0000122399,246,681,0,2808,SE,CO,
SB0000022551,,520,0,3228,SE,TO,
SB0000071930,131,721,0,3782,E,CO,
SB0000024741,44,730,0,,W,SI,
SB0000019459,186,756,0,3233,E,SI,
SB0000014938,103,675,0,2878,N,CO,
SB0000015818,202,520,0,493,SE,,
SB0000023428,167,619,0,2560,E,CN,
SB0000088948,159,759,0,3852,E,SI,
SB0000093549,218,702,0,1406,SE,CO,
SB0000131709,103,520,0,2199,N,TO,
SB0000019434,63,637,0,3351,W,CN,
SB0000021764,135,704,0,2716,E,CO,
SB0000099375,91,759,0,3634,N,SI,
SB0000034492,103,735,0,3365,N,SI,
SB0000148691,95,696,0,2952,N,CO,
SB0000037354,44,520,0,483,W,TO,
SB0000039879,63,520,0,3950,W,TO,
SB0000115342,246,620,0,3587,SE,CN,
SB0000079088,163,719,0,2723,E,CO,
SB0000113612,135,663,0,3056,E,CO,
SB0000123861,234,686,0,2524,SE,CO,
SB0000135633,226,737,0,3755,SE,SI,
SB0000052603,159,676,0,3562,E,CO,
SB0000062643,71,742,0,3348,W,,
SB0000095660,135,727,0,3557,E,SI,
SB0000026512,198,520,0,2844,E,TO,
SB0000045490,127,702,0,2598,E,CO,
SB0000149558,135,520,0,3508,E,TO,
SB0000027747,95,741,0,2772,N,SI,
SB0000043152,67,699,0,2944,W,CO,
SB0000013985,139,639,0,3782,E,CN,
SB0000037961,67,734,0,3608,W,SI,
SB0000036558,95,623,0,3675,N,CN,
SB0000079094,139,694,0,2629,E,CO,
SB0000094487,135,658,0,2577,E,CO,
SB0000100157,190,709,0,2971,E,,
SB0000036356,163,686,0,3913,E,CO,
SB0000148166,127,520,0,3284,E,TO,
SB0000068824,155,705,0,1028,E,CO,
SB0000088037,,717,0,2982,N,CO,
SB0000029415,198,733,0,2484,E,SI,
SB0000089005,171,520,0,3561,E,TO,
SB0000116245,179,666,0,3549,E,,
SB0000148531,171,760,0,3075,E,SI,
SB0000145379,83,574,0,3728,N,RE,
SB0000013498,167,630,0,3487,E,,
SB0000133625,87,750,0,2436,N,SI,
SB0000076782,198,699,0,1875,E,CO,
SB0000139458,190,760,0,2006,E,SI,
SB0000139113,123,520,0,3428,E,TO,
SB0000120097,131,652,0,2246,E,,
SB0000120218,115,657,0,3675,N,CO,
SB0000091886,99,685,0,3207,N,CO,
SB0000024376,155,520,0,3302,E,TO,
SB0000125363,75,520,0,3303,N,TO,
SB0000061422,87,520,0,823,N,TO,
SB0000092700,206,753,0,2819,SE,SI,
SB0000042492,147,709,0,3728,E,CO,
SB0000070554,214,726,0,2985,SE,SI,
SB0000131706,107,670,0,2008,N,CO,
SB0000140835,210,520,0,3534,SE,TO,
SB0000078150,52,719,0,2666,W,CO,
SB0000026641,163,520,0,3709,E,TO,
SB0000017433,111,700,0,3197,N,CO,
SB0000142010,131,723,0,-132,E,CO,
SB0000087075,190,646,0,2932,E,,
SB0000030610,147,760,0,3115,E,SI,
SB0000106070,127,542,0,3938,E,TO,
SB0000129001,151,759,0,2958,E,SI,
SB0000081113,139,581,0,3516,E,RE,
SB0000076541,44,520,0,7773,W,TO,
SB0000081728,194,520,0,3975,E,TO,
SB0000138874,143,693,0,3233,E,CO,
SB0000051937,48,736,0,3888,W,SI,
SB0000125029,131,520,0,1318,E,TO,
SB0000119125,127,668,0,2439,E,CO,
SB0000025120,230,757,0,3631,SE,SI,
SB0000138697,167,681,0,1196,E,CO,
SB0000105409,103,759,0,2070,N,SI,
SB0000037147,119,645,1,2347,N,CN,
SB0000140948,63,553,0,3588,W,TO,
SB0000053592,139,690,0,3675,E,CO,
SB0000045141,111,520,0,3967,N,TO,
SB0000147478,119,520,0,2213,N,TO,
SB0000120202,71,725,0,3365,W,SI,
SB0000116018,155,756,0,3410,E,SI,
SB0000044668,20,680,0,4099,W,CO,
SB0000075594,186,520,0,2935,E,TO,
SB0000110645,139,620,0,3104,E,CN,
SB0000016496,91,684,0,2731,N,CO,
SB0000124435,83,520,0,3944,N,TO,
SB0000144591,139,759,0,2804,E,SI,
SB0000146235,115,737,0,2878,N,SI,
SB0000108328,107,734,0,3020,N,SI,
SB0000046162,99,591,0,2824,N,,
SB0000061930,242,759,0,3364,SE,SI,
SB0000122382,95,665,0,3498,N,CO,
SB0000107720,218,671,0,931,SE,CO,
SB0000037213,123,536,0,3761,E,TO,
SB0000028520,412,520,0,2254,E,,
SB0000060545,222,735,0,3268,SE,SI,
SB0000127923,87,650,1,2949,N,CN,
SB0000124667,179,654,0,2790,E,CO,
SB0000127716,99,692,0,1462,N,CO,
SB0000018657,56,520,0,950,W,TO,
SB0000117003,63,659,0,3665,W,CO,
SB0000081500,159,654,0,1639,E,CO,
SB0000130952,28,707,0,3959,W,CO,
SB0000054058,492,520,0,2842,N,TO,
SB0000084647,119,520,0,1632,N,TO,
SB0000086661,40,697,0,3852,W,CO,
SB0000024189,151,694,0,2701,E,CO,
SB0000037338,210,732,0,1993,SE,SI,
SB0000138021,131,645,0,2045,E,CN,
SB0000016567,115,707,0,3162,N,CO,
SB0000134608,28,751,0,3484,W,SI,
SB0000041553,131,677,0,2524,E,CO,
SB0000088029,139,758,0,3445,E,SI,
SB0000017726,214,572,0,3799,SE,RE,
SB0000117510,123,640,0,3628,E,CN,
SB0000048243,71,720,0,9614,W,CO,
SB0000063133,179,520,0,2353,E,TO,
SB0000017016,155,704,0,2259,E,CO,
SB0000034206,147,578,0,3676,E,,
SB0000072906,190,671,0,3321,E,CO,
SB0000111484,36,757,0,4083,W,SI,
SB0000077420,52,710,0,3734,W,CO,
SB0000049145,171,734,0,3188,E,SI,
SB0000056045,111,645,0,2260,N,CN,
SB0000034089,151,669,0,3162,E,CO,
SB0000065471,87,678,0,3454,N,CO,
SB0000101009,56,646,0,2967,W,CN,
SB0000057751,,520,0,3950,N,TO,
SB0000042286,167,712,0,3336,E,CO,
SB0000076227,44,736,0,3551,W,SI,
SB0000060666,91,520,0,2901,N,TO,
SB0000125326,226,520,0,-132,SE,TO,
SB0000150660,625,752,0,2384,E,SI,
SB0000106518,115,746,0,2861,N,SI,
SB0000018872,242,520,0,1819,SE,TO,
SB0000037851,79,721,0,2347,N,CO,
SB0000055297,230,520,0,3354,SE,TO,
SB0000016336,151,700,0,2144,E,CO,
SB0000049744,99,696,1,2204,N,CO,
SB0000072297,155,645,0,2949,E,CN,
SB0000048302,107,736,0,1988,N,SI,
SB0000022855,16,520,0,3162,W,TO,
SB0000108398,123,660,0,3128,E,CO,
SB0000126176,163,522,0,3562,E,TO,
SB0000035695,,520,0,1894,SE,TO,
SB0000101159,246,759,0,3321,SE,SI,
SB0000137713,179,520,0,3923,E,TO,
SB0000116885,107,666,0,2421,N,CO,
SB0000086241,246,757,0,3797,SE,SI,
SB0000085112,123,520,0,2130,E,TO,
SB0000032724,71,755,0,3410,W,SI,
SB0000124729,75,650,0,3410,N,CN,
SB0000030207,151,701,0,,E,CO,
SB0000106273,107,520,0,2877,N,TO,
SB0000021938,163,520,0,2329,E,TO,
SB0000053971,95,760,0,3705,N,SI,
SB0000113432,155,681,0,2274,E,CO,
SB0000037684,115,759,0,3817,N,SI,
SB0000062715,151,688,0,2864,E,CO,
SB0000090545,167,520,0,2841,E,TO,
SB0000104683,127,719,0,-132,E,CO,
SB0000073514,107,592,0,2701,N,,
SB0000135647,151,611,0,3764,E,RE,
SB0000018159,91,568,0,3666,N,RE,
SB0000144183,147,520,0,3968,E,TO,
SB0000140163,127,760,0,3527,E,SI,
SB0000064871,139,692,0,3929,E,CO,
SB0000048508,87,689,0,2855,N,CO,
SB0000076374,139,599,0,2136,E,RE,
SB0000123822,60,759,0,3852,W,SI,
SB0000148640,52,743,0,3374,W,SI,
SB0000110562,107,587,0,2781,,RE,
SB0000014131,48,760,0,3782,W,SI,
SB0000075787,20,681,0,3919,W,CO,
SB0000087027,147,674,0,2790,E,CO,
SB0000088157,36,759,0,3253,W,SI,
SB0000135365,79,757,0,3675,N,SI,
SB0000078251,139,707,0,3631,E,CO,
SB0000151062,155,679,0,1462,E,CO,
SB0000089736,52,520,0,3674,W,TO,
SB0000025301,123,575,0,3233,E,RE,
SB0000140416,159,520,0,3459,E,TO,
SB0000138718,159,697,0,1993,E,CO,
SB0000129216,60,760,0,3870,W,SI,
SB0000111759,151,520,0,2407,E,TO,
SB0000139148,159,544,0,3493,E,TO,
SB0000104826,95,716,0,2524,N,CO,
SB0000150902,99,647,0,3445,N,CN,
SB0000048167,175,520,0,1549,E,TO,
SB0000140755,127,707,0,2878,E,CO,
SB0000078959,194,697,0,2905,E,CO,
SB0000024009,123,715,0,2887,E,CO,
SB0000095757,107,671,0,2803,N,CO,
SB0000102540,202,698,0,1704,SE,CO,
SB0000112472,28,520,0,3046,W,TO,
SB0000063181,210,520,0,3860,SE,TO,
SB0000046015,127,639,0,3720,E,CN,
SB0000105636,171,760,0,3266,E,SI,
SB0000089019,20,755,0,4047,W,SI,
SB0000138341,190,520,0,3371,E,TO,
SB0000052946,127,571,0,3392,E,RE,
SB0000142067,155,682,0,3267,E,CO,
SB0000092714,234,760,0,2617,SE,SI,
SB0000036226,71,670,0,3062,W,CO,
SB0000091817,230,693,0,3613,SE,CO,
SB0000117070,127,629,0,3115,E,CN,
SB0000027132,155,520,0,2143,E,TO,
SB0000071780,167,706,0,,E,CO,
SB0000141985,218,561,0,4029,SE,RE,
SB0000124167,179,520,0,1626,E,TO,
SB0000126710,167,654,0,1123,E,CO,
SB0000094728,147,695,0,3287,E,CO,
SB0000056062,171,647,0,2980,E,CN,
SB0000059315,151,653,0,8073,E,CO,
SB0000111569,182,687,0,3077,,CO,
SB0000033750,190,756,0,3718,E,SI,
SB0000097058,71,612,0,3614,W,RE,
SB0000034015,190,747,0,3114,E,SI,
SB0000035767,115,671,0,2740,N,CO,
SB0000062525,151,759,0,2825,E,SI,
SB0000081392,218,729,0,3516,SE,,
SB0000134887,147,711,0,3986,E,CO,
SB0000132342,111,742,0,2967,N,SI,
SB0000135182,194,707,0,2932,E,CO,
SB0000085245,214,684,0,3218,SE,CO,
SB0000129664,167,625,0,,E,CN,
SB0000150088,230,760,0,1313,SE,SI,
SB0000044367,,520,0,3323,E,TO,
SB0000071542,139,642,0,2606,E,,
SB0000033665,155,628,0,3985,E,CN,
SB0000052291,87,688,0,3557,N,CO,
SB0000096379,115,673,0,2949,N,CO,
SB0000051635,143,645,0,1639,E,CN,
SB0000049293,44,549,0,3941,W,TO,
SB0000053322,71,696,0,3658,W,CO,
SB0000096746,513,702,0,3427,E,CO,
SB0000083933,202,757,0,4000,SE,SI,
SB0000117945,151,520,0,2318,E,TO,
SB0000144131,395,520,0,3314,E,TO,
SB0000091565,127,631,0,3219,E,CN,
SB0000036120,171,682,0,2819,E,CO,
SB0000080384,155,654,0,,E,CO,
SB0000059586,171,735,0,2391,E,SI,
SB0000114653,151,675,0,2000,E,CO,
SB0000129842,147,520,0,2871,E,TO,
SB0000027309,155,671,0,2684,E,CO,
SB0000097628,99,706,0,3613,N,CO,
SB0000109632,198,634,0,2967,E,CN,
SB0000122562,,741,0,1639,E,SI,
SB0000041711,111,686,0,3334,N,CO,
SB0000066469,143,759,0,3302,E,SI,
SB0000149245,234,520,0,4048,SE,TO,
SB0000073866,119,520,0,3587,N,TO,
SB0000100982,95,691,0,1344,N,CO,
SB0000132684,139,520,0,2295,E,TO,
SB0000029848,60,654,0,3644,W,CO,
SB0000043980,147,701,0,1998,E,CO,
SB0000069020,79,691,0,3578,N,CO,
SB0000124775,147,657,0,2967,E,CO,
SB0000127183,143,611,0,3004,E,RE,
SB0000085406,115,759,0,3247,N,SI,
SB0000075980,155,737,0,3852,E,SI,
SB0000075568,214,760,0,3852,SE,SI,
SB0000065109,44,746,0,2524,W,SI,
SB0000025242,139,713,0,2436,E,CO,
SB0000040152,182,520,0,2524,E,TO,
SB0000149704,44,520,0,2500,W,TO,
SB0000148311,163,656,0,,E,CO,
SB0000113567,163,520,0,3861,E,TO,
SB0000019381,32,732,0,3622,W,SI,
SB0000127008,167,760,0,2347,E,SI,
SB0000069087,111,520,0,1560,N,TO,
SB0000132344,190,648,0,,E,,
SB0000067480,95,712,0,3658,N,CO,
SB0000110392,32,715,0,3675,W,,
SB0000020968,119,520,0,3413,N,TO,
SB0000140213,171,674,0,3286,E,CO,
SB0000062316,151,520,0,2759,E,TO,
SB0000050383,210,587,0,3591,SE,RE,
SB0000061254,246,520,0,2796,SE,TO,
SB0000064877,83,674,0,,N,CO,
SB0000128598,182,520,0,1713,E,TO,
SB0000147839,159,703,0,,E,CO,
SB0000035807,139,714,0,2510,E,CO,
SB0000144366,198,520,0,1103,,TO,
SB0000124644,175,520,0,2574,E,TO,
SB0000040209,230,520,0,3662,SE,TO,
SB0000124026,99,660,0,2666,N,CO,
SB0000028536,63,520,0,,W,TO,
SB0000087502,182,738,0,1497,E,SI,
SB0000036030,119,648,0,2082,N,CN,
SB0000063147,103,678,0,3466,N,CO,
SB0000110043,83,713,0,3557,N,CO,
SB0000116062,91,520,0,3289,N,TO,
SB0000062698,20,706,0,,W,CO,
SB0000049153,143,652,0,3897,E,CN,
SB0000080360,242,758,0,3410,SE,SI,
SB0000121665,202,658,0,3166,SE,CO,
SB0000089110,179,674,0,3410,E,CO,
SB0000117491,202,754,0,3989,SE,SI,
SB0000145664,246,520,0,3680,SE,TO,
SB0000024871,119,639,0,3551,N,CN,
SB0000073237,210,690,0,3997,SE,CO,
SB0000124473,40,706,0,3743,,CO,
SB0000050028,167,520,0,3557,E,TO,
SB0000013714,67,658,0,3622,W,CO,
SB0000100386,175,581,0,2967,,RE,
SB0000097027,139,688,0,3360,E,CO,
SB0000074974,198,731,0,2524,E,SI,
SB0000029174,87,656,0,3708,N,CO,
SB0000045531,218,677,0,3658,SE,CO,
SB0000113681,139,520,0,2084,E,TO,
SB0000016886,119,759,0,3604,N,SI,
SB0000104624,83,723,0,3700,N,CO,
SB0000068323,123,617,0,2612,E,CN,
SB0000118407,151,673,0,2772,E,CO,
SB0000107458,230,520,0,3059,SE,TO,
SB0000030625,99,646,0,2975,N,CN,
