"Label","card_tenure","risk_score","num_promoted","avg_bal"
"0",111,735,0,3294
"0",171,684,0,2605
"0",135,680,0,3339
"0",159,755,0,3339
"0",48,721,0,3835
"0",194,520,0,2278
"0",135,629,0,2082
"0",202,733,0,1787
"0",139,668,0,2631
"0",234,520,0,3784
"0",135,645,0,3179
"0",52,758,0,3675
"0",NA,652,0,3376
"1",218,520,0,3713
"0",175,670,0,2182
"0",222,520,0,3041
"0",246,759,0,3295
"0",171,686,0,2701
"0",103,626,0,2967
"0",159,649,0,2008
"0",190,708,0,2849
"0",32,716,0,NA
"0",111,635,0,2935
"0",179,691,0,3365
"0",99,520,0,2501
"0",75,669,0,2302
"0",155,678,0,2687
"0",151,666,0,2949
"0",182,759,0,3008
"0",111,520,0,3864
"0",155,759,0,1785
"0",111,740,0,2965
"0",131,723,0,3321
"0",202,520,0,2036
"0",226,760,0,3783
"0",179,691,0,2170
"0",246,714,0,3761
"0",159,688,0,3613
"0",87,709,0,3807
"0",119,647,0,3410
"0",115,680,0,3612
"0",44,749,0,3250
"0",139,587,0,3469
"0",119,700,0,3233
"0",52,630,0,3714
"0",614,616,0,2259
"0",190,697,0,1441
"0",234,710,0,3374
"0",48,678,0,3923
"1",48,734,0,3923
"0",32,744,0,3764
"0",107,733,0,1727
"0",147,741,0,1639
"0",123,760,0,2172
"0",171,735,0,3693
"0",190,681,0,2849
"0",167,741,0,3318
"0",91,714,0,3100
"0",198,592,0,3426
"0",103,520,0,2805
"0",147,520,0,2543
"0",40,648,0,4085
"0",186,700,0,3218
"0",182,703,0,2967
"0",67,609,0,3215
"0",159,704,0,3410
"0",56,739,0,2613
"0",107,716,0,3534
"0",198,722,0,3826
"0",190,690,0,2383
"0",182,520,0,2293
"1",155,622,0,3730
"0",135,654,0,3755
"0",52,520,0,3894
"0",198,743,0,3162
"0",222,622,0,2165
"0",63,720,0,3498
"0",115,613,0,3631
"0",63,664,0,3549
"0",202,759,0,3708
"0",198,620,0,3277
"0",163,706,0,2459
"0",210,672,0,2524
"0",163,520,0,4091
"0",147,520,0,3951
"0",123,639,0,3805
"0",NA,760,0,2436
"0",71,727,0,3587
"0",155,661,0,1801
"0",246,690,0,3673
"0",214,759,0,3207
"0",163,520,0,3402
"0",87,577,0,3463
"0",246,760,0,3395
"0",139,726,0,3805
"0",242,760,0,3974
"0",67,695,0,3587
"0",52,604,0,3598
"0",63,559,0,4063
"0",87,575,0,3766
"0",99,760,0,3898
"0",143,690,0,3012
"0",171,662,0,2067
"0",83,605,0,3529
"0",175,699,0,1288
"0",222,675,0,3508
"0",182,520,0,426
"1",103,605,0,3178
"0",182,520,0,2951
"0",131,640,0,3852
"0",111,691,0,NA
"0",95,677,0,3705
"0",119,675,0,3764
"0",135,580,0,3941
"0",143,720,0,2096
"0",67,535,0,3669
"0",123,734,0,2519
"0",115,643,0,2223
"0",190,748,0,3233
"0",222,646,0,3520
"0",234,520,0,2807
"0",147,683,0,1846
"0",111,663,0,3559
"0",159,670,0,3336
"0",234,609,0,3587
"0",52,732,0,4029
"0",175,691,0,1975
"0",167,700,0,2099
"0",139,520,0,-132
"0",238,705,0,2065
"0",119,587,0,3557
"0",163,664,0,3114
"0",246,520,0,2297
"0",52,759,0,NA
"0",139,707,0,1809
"0",60,705,0,3607
"0",67,727,0,1787
"0",210,636,0,3400
"0",103,758,0,3838
"0",182,605,0,2082
"0",198,520,0,2599
"0",198,700,0,3584
"0",28,758,0,3888
"0",131,703,0,2450
"0",151,520,0,941
"0",131,592,0,3846
"0",167,684,0,3410
"0",123,665,0,NA
"0",99,520,0,3618
"0",127,653,0,2533
"0",119,667,0,3569
"0",139,701,0,3011
"1",107,695,0,1429
"0",83,695,0,3728
"0",87,631,0,3622
"0",36,710,0,3817
"0",111,706,0,3665
"0",NA,675,0,3906
"0",147,520,0,3890
"1",103,520,0,324
"0",123,520,0,893
"0",155,602,0,3764
"0",198,742,0,2796
"0",71,637,0,3852
"0",32,520,0,4082
"0",147,520,0,397
"0",194,671,0,3461
"0",194,692,0,3516
"0",95,755,0,274
"0",44,733,0,2873
"0",52,733,0,3823
"0",179,699,0,2732
"0",163,718,0,3481
"0",171,697,0,2709
"0",186,743,0,3658
"0",115,695,0,3064
"0",238,757,0,3876
"0",179,668,0,1993
"0",111,605,0,2870
"0",40,520,0,3344
"0",91,634,0,2985
"0",123,520,0,2545
"0",131,636,0,3321
"0",111,639,0,2407
"0",123,678,0,2552
"0",163,738,0,2908
"0",194,520,0,3059
"0",222,520,0,1901
"0",115,520,0,2191
"0",107,692,0,2711
"0",238,520,0,2247
"0",175,520,0,3128
"0",167,674,0,3129
"0",56,616,0,3565
"0",56,715,0,3835
"0",135,566,0,3675
"0",95,641,0,3374
"0",79,758,0,3562
"1",167,520,0,2206
"0",226,520,0,3593
"0",159,520,0,1824
"0",139,722,0,3693
"0",234,758,0,2819
"0",16,760,0,-132
"0",246,520,0,3550
"0",171,754,0,3906
"0",175,655,0,2958
"0",NA,668,0,3464
"0",79,710,0,3041
"0",135,696,0,3233
"0",75,731,0,3522
"0",147,569,0,3852
"0",159,711,0,3752
"0",135,728,0,3129
"0",234,696,0,2819
"0",147,701,0,2701
"0",127,677,0,2772
"0",103,681,0,2598
"0",99,727,0,3923
"0",36,756,0,3870
"0",175,660,0,2838
"0",147,750,0,3445
"0",95,697,0,1860
"0",214,733,0,3649
"0",214,615,0,3833
"0",115,657,0,2819
"0",143,759,0,3587
"0",119,667,0,3583
"0",115,758,0,3705
"0",147,701,0,1993
"1",75,670,0,3817
"0",198,520,0,3923
"0",139,700,0,3658
"1",175,634,0,3675
"0",202,600,0,2687
"0",190,760,0,257
"0",246,760,0,3858
"0",24,760,0,3563
"0",63,718,0,3779
"0",123,520,0,3285
"0",163,760,0,3852
"0",143,660,0,2524
"0",91,520,0,NA
"0",127,659,0,7373
"0",198,727,0,3382
"0",159,520,0,2958
"0",131,717,0,2967
"0",107,663,0,3675
"0",127,648,0,3144
"1",79,616,0,3382
"0",123,704,0,3778
"0",103,652,0,3011
"0",194,701,0,2082
"0",175,520,0,3616
"0",NA,520,0,3923
"0",67,737,0,-132
"0",119,696,0,2229
"0",246,520,0,2100
"0",202,689,0,3126
"0",186,520,0,1953
"0",123,626,0,3498
"0",135,683,0,1550
"0",155,677,0,3056
"0",182,760,0,3056
"0",87,743,1,3271
"0",99,681,0,1668
"0",119,695,0,1984
"0",175,683,0,3782
"0",218,520,0,2473
"0",131,736,0,3189
"0",163,520,0,1938
"0",218,749,0,2701
"0",186,722,0,1993
"0",175,704,0,2604
"0",115,607,0,3306
"0",246,760,0,387
"0",107,649,0,9553
"1",NA,670,0,3091
"0",222,632,0,3582
"0",32,758,0,3520
"0",182,699,0,3503
"0",143,520,0,3867
"0",230,758,0,3652
"0",83,617,0,3706
"0",194,520,0,3356
"0",147,704,0,2200
"0",448,698,0,NA
"0",67,592,0,3336
"0",111,628,0,3410
"1",111,520,0,2184
"0",24,760,0,3764
"0",159,759,0,3852
"0",179,663,0,3762
"0",147,733,0,1639
"0",175,696,0,1058
"0",127,713,0,9375
"1",71,717,0,3330
"1",79,672,0,3708
"0",63,617,0,3956
"0",103,760,0,3885
"0",167,669,0,3587
"0",222,603,0,3585
"0",NA,616,0,3339
"0",111,520,0,1645
"0",103,734,0,2524
"0",151,546,0,3793
"0",238,692,0,3705
"0",206,698,0,3073
"0",206,675,0,3915
"0",60,686,0,3969
"0",175,520,0,3316
"0",206,652,0,3762
"0",83,760,0,3941
"0",171,669,0,3439
"0",194,520,0,1038
"0",63,520,0,NA
"0",155,618,0,3799
"0",48,727,0,3516
"0",143,641,0,3792
"0",115,729,0,-132
"0",218,673,0,3876
"0",71,649,0,3551
"0",171,520,0,3074
"0",198,743,0,2198
"1",222,655,0,3410
"0",163,714,0,3115
"0",496,712,0,2987
"0",139,533,0,3081
"0",107,520,0,271
"0",159,613,0,3357
"0",151,520,0,1235
"0",107,657,0,3646
"0",155,673,0,2333
"0",167,643,0,3135
"0",127,604,0,2819
"0",182,591,0,3460
"0",63,585,0,3188
"0",127,609,0,3560
"1",75,715,0,3714
"0",159,520,0,3493
"0",171,520,0,2892
"0",143,520,0,1482
"0",91,650,0,3123
"0",87,652,0,3109
"1",87,586,0,2819
"0",67,630,0,3587
"0",16,760,0,2844
"0",155,712,0,3022
"0",194,756,0,1550
"0",135,520,0,796
"0",238,755,0,3321
"0",115,727,0,3318
"0",139,520,0,3935
"1",123,520,0,3639
"0",63,740,0,3445
"0",218,760,0,NA
"0",155,710,0,2998
"0",163,520,0,3381
"0",48,668,0,7227
"0",198,680,0,2152
"0",171,659,0,3410
"0",44,721,0,3711
"0",52,748,0,2701
"0",234,520,0,2022
"0",60,520,0,4004
"0",210,740,0,3233
"0",182,712,0,2516
"0",99,667,0,3941
"0",95,699,0,1584
"0",71,728,0,2045
"1",87,648,0,3320
"0",143,700,0,3304
"0",159,714,0,2682
"0",44,759,0,3675
"0",139,665,0,1872
"1",159,670,0,2000
"0",198,725,0,3863
"0",75,660,0,3587
"0",52,745,0,3382
"0",123,640,0,3587
"0",63,677,0,2761
"0",123,741,0,3287
"0",159,683,0,3523
"0",143,520,0,823
"0",182,520,0,743
"0",139,673,0,2909
"0",580,690,0,3426
"0",52,520,0,-132
"0",186,701,0,3571
"0",131,748,0,2719
"0",246,757,0,3233
"0",71,619,0,3596
"0",131,625,0,NA
"1",147,751,0,3631
"0",36,724,0,3897
"0",210,687,0,7562
"0",179,520,0,2135
"0",179,734,0,3799
"0",167,645,0,3484
"0",234,520,0,2262
"0",147,520,0,3265
"0",127,696,0,3125
"0",71,744,0,3410
"0",198,711,0,532
"0",198,520,0,2879
"0",198,754,0,3782
"0",135,520,0,3482
"0",83,654,0,3336
"0",119,676,0,2276
"0",NA,710,0,3823
"0",95,527,0,2790
"0",103,760,0,3587
"0",131,697,0,9227
"0",167,670,0,3045
"0",194,520,0,2385
"0",159,726,0,3888
"0",182,577,0,3852
"0",190,520,0,3036
"0",44,760,0,3870
"0",67,656,0,3498
"0",198,520,0,313
"0",103,760,1,2701
"0",63,700,0,3891
"1",67,758,0,3764
"0",12,760,0,3638
"0",171,716,0,2866
"0",NA,714,0,3684
"0",123,707,0,3906
"0",190,520,0,NA
"0",179,690,0,3410
"0",40,757,0,3946
"0",107,563,0,3994
"0",95,614,0,1497
"0",135,520,0,3779
"0",175,568,0,3693
"0",123,520,0,3743
"0",214,759,0,2817
"1",135,702,0,3870
"0",171,719,0,2383
"0",111,575,0,3525
"0",179,696,0,3176
"0",147,707,0,3233
"0",155,695,0,1108
"0",127,692,0,2229
"0",159,718,0,2790
"0",147,520,0,3891
"0",135,708,0,3594
"0",48,724,0,3527
"1",159,645,0,3555
"1",179,758,0,2878
"0",214,738,0,3766
"0",246,520,0,2784
"0",179,746,0,3392
"0",107,756,0,3495
"1",56,697,0,3906
"0",210,759,0,3689
"1",127,730,0,3344
"0",222,759,0,2592
"0",210,674,0,3388
"0",179,605,0,3196
"0",NA,703,0,2011
"0",246,759,0,3808
"0",175,622,0,3675
"0",83,647,0,603
"0",238,735,0,3392
"1",119,520,0,-132
"0",218,753,0,3693
"0",198,728,0,3292
"0",60,679,0,3693
"1",87,603,0,NA
"0",107,642,0,3627
"0",103,520,0,3587
"1",NA,680,0,4090
"0",186,520,0,3787
"0",52,631,0,3764
"1",95,637,0,3302
"0",119,680,0,2577
"0",63,748,0,3959
"0",103,702,0,2463
"0",71,623,0,3542
"0",147,732,0,3406
"0",186,655,0,3272
"0",79,716,0,1639
"0",194,700,0,1983
"0",115,712,0,3392
"0",91,520,0,1794
"0",119,750,0,3675
"0",36,693,0,3808
"0",107,698,0,2539
"0",143,641,0,NA
"0",111,740,0,2524
"0",175,630,0,3406
"0",83,673,0,3675
"0",155,735,0,576
"0",119,709,0,1710
"0",139,632,0,3565
"1",91,647,0,3442
"0",91,520,0,1789
"0",NA,695,0,1639
"0",127,697,0,3932
"1",179,693,0,2524
"1",143,747,0,3362
"0",218,692,0,3162
"0",103,687,0,3442
"0",143,758,0,6839
"0",198,758,0,3233
"0",182,717,0,2391
"0",56,756,0,3764
"0",83,520,0,1025
"0",194,702,0,3534
"0",71,569,0,3693
"0",119,673,0,3410
"0",143,627,0,2664
"0",135,520,0,3786
"0",119,758,0,3374
"0",234,520,0,2331
"0",159,661,0,3509
"0",476,735,0,3658
"0",182,720,0,NA
"0",123,697,0,2441
"0",163,611,0,3534
"0",123,702,0,3003
"0",135,626,0,NA
"0",NA,684,0,2566
"0",436,735,0,3498
"0",190,749,0,-132
"0",119,579,0,3562
"0",155,520,0,1060
"0",159,731,0,3974
"0",123,687,0,3498
"1",159,744,0,1025
"0",87,721,0,3799
"0",214,520,0,2785
"0",44,715,0,NA
"0",NA,737,0,2292
"0",151,693,0,2623
"0",246,628,0,3633
"0",40,757,0,4047
"0",127,682,0,2967
"0",151,606,0,2893
"0",91,743,0,3745
"0",194,520,0,2926
"0",60,520,0,3557
"0",135,734,0,2932
"0",222,520,0,2575
"0",79,697,0,2328
"0",103,633,0,3233
"0",194,680,0,NA
"0",103,657,0,3091
"0",99,664,0,3233
"0",583,520,0,211
"0",52,721,0,3976
"0",194,520,0,2723
"0",NA,520,0,3705
"0",63,607,0,3764
"0",206,755,0,3985
"0",175,520,0,1561
"0",175,758,0,NA
"1",115,694,1,3144
"1",67,682,0,3445
"0",179,596,0,3615
"0",159,702,0,895
"0",167,691,0,3215
"0",147,642,0,3683
"0",155,528,0,2834
"0",147,741,0,1996
"0",107,520,0,3852
"0",135,760,0,1043
"0",135,567,0,2719
"0",171,760,0,2539
"0",242,759,0,3543
"0",131,746,0,-132
"0",127,520,0,3098
"0",210,643,0,3487
"0",226,709,0,3658
"0",175,738,0,3303
"0",127,616,0,3631
"0",155,700,0,3743
"0",63,652,0,3188
"0",159,689,0,2324
"0",246,760,0,3557
"0",115,704,0,-132
"0",87,675,0,2524
"0",91,673,0,2598
"0",99,734,0,3587
"0",206,709,0,3240
"0",175,717,0,3127
"0",246,758,0,3605
"0",63,520,0,4067
"0",75,682,0,NA
"0",60,577,0,3728
"0",135,701,0,2896
"0",NA,749,0,3488
"0",67,715,0,3658
"0",155,723,0,3233
"0",103,707,0,2828
"0",91,715,0,3636
"1",107,623,0,3516
"0",179,643,0,3072
"0",186,556,0,4021
"0",83,661,0,3014
"0",163,712,0,2135
"0",48,733,0,3728
"0",147,712,0,2893
"0",218,716,0,3587
"1",115,612,0,3410
"0",202,732,0,3170
"0",127,520,0,947
"0",234,719,0,3764
"0",218,758,0,3764
"0",445,727,0,3294
"1",139,697,0,3627
"1",131,669,0,3454
"0",163,688,0,3551
"0",179,672,0,2831
"0",246,649,0,3559
"0",242,730,0,3896
"0",NA,520,0,4070
"0",36,520,0,3460
"0",246,520,0,2684
"0",167,634,0,3780
"0",206,714,0,3827
"0",198,599,0,3836
"0",179,711,0,3689
"0",182,520,0,NA
"0",194,689,0,NA
"0",159,607,0,2383
"0",79,682,0,3764
"0",103,601,0,3845
"0",155,673,0,3199
"0",210,663,0,3030
"0",206,758,0,3732
"0",186,717,0,3604
"0",95,528,0,3056
"0",103,702,0,3179
"0",246,704,0,3476
"0",218,759,0,2967
"0",99,563,0,1860
"0",131,722,0,1143
"0",246,662,0,3750
"0",67,703,0,2974
"0",135,626,0,3286
"0",127,685,0,3208
"0",171,520,0,1881
"1",60,552,0,3728
"0",91,520,0,3908
"0",179,657,0,1993
"0",44,684,0,NA
"0",111,715,0,3253
"0",151,739,0,3011
"0",175,520,0,-132
"0",87,719,0,2095
"0",175,648,0,2524
"0",210,760,0,2642
"0",20,736,0,3941
"0",143,520,0,1639
"0",127,553,0,3613
"0",163,668,0,1993
"0",111,736,1,2838
"0",147,675,0,3447
"0",123,636,0,2961
"0",246,520,0,2996
"0",206,757,0,3599
"0",67,520,0,3668
"0",194,683,0,3587
"0",202,756,0,3498
"0",75,538,0,3985
"0",103,674,0,3169
"0",186,520,0,2491
"0",56,606,0,3410
"0",547,697,0,3303
"0",127,631,0,3339
"0",123,585,0,3227
"0",71,649,0,3321
"0",83,599,0,3827
"1",127,558,0,3932
"0",63,656,0,3640
"0",206,687,0,3268
"0",186,708,0,3489
"0",246,759,0,3410
"0",198,758,0,3976
"0",79,722,0,1196
"1",111,656,0,1639
"1",135,702,0,3197
"0",159,760,0,2861
"0",175,707,0,3328
"0",230,520,0,1728
"0",159,597,0,3525
"1",155,673,0,2374
"1",163,617,0,1960
"0",246,738,0,2985
"0",127,591,0,3483
"0",147,684,0,3365
"0",246,730,0,3233
"0",115,760,0,2430
"0",123,675,0,2967
"0",194,645,0,2204
"0",NA,680,0,4034
"0",28,758,0,4012
"0",95,520,0,1664
"0",175,639,0,3731
"0",139,711,0,2524
"0",222,664,0,3457
"0",NA,520,0,3100
"0",190,685,0,2028
"0",202,742,0,3533
"0",67,649,0,2896
"0",151,575,0,1143
"1",52,760,0,4029
"0",107,649,0,3109
"0",147,608,0,1875
"0",91,520,0,3941
"0",115,520,0,3557
"0",226,595,0,3756
"0",202,721,0,2819
"0",111,760,0,3782
"0",119,714,0,3558
"0",NA,691,0,2671
"0",40,727,0,3537
"0",163,520,0,2271
"0",175,648,0,3365
"0",60,704,0,3133
"0",83,639,0,2979
"0",163,682,0,3631
"0",246,739,0,3087
"1",60,675,0,3970
"0",163,655,0,1916
"0",103,520,0,3835
"0",119,723,0,3465
"0",127,676,0,2760
"0",52,709,0,3557
"0",79,654,0,3468
"0",159,678,0,3737
"0",246,709,0,3491
"0",127,520,0,3475
"0",67,670,0,3197
"0",127,520,0,1848
"0",151,754,0,1639
"0",36,731,0,3852
"0",147,677,0,1919
"0",67,759,0,3463
"0",238,760,0,3764
"0",111,641,0,3828
"0",175,750,0,2229
"1",171,520,0,4037
"0",246,728,0,3174
"0",179,520,0,NA
"0",198,709,0,2729
"0",143,751,0,1860
"0",131,687,0,2098
"0",83,709,0,3728
"0",131,638,0,3897
"1",222,690,0,3491
"0",91,653,0,2524
"0",79,553,0,3557
"0",63,520,0,3752
"0",234,760,0,3410
"0",214,747,0,3545
"0",155,520,0,2116
"0",186,671,0,2997
"0",111,752,0,3446
"0",103,738,0,2294
"0",48,598,0,3472
"0",179,650,0,3548
"0",479,729,0,3852
"0",48,744,0,3188
"0",135,680,0,3345
"0",139,679,0,3262
"0",103,681,0,2347
"0",222,662,0,3557
"0",99,722,0,3631
"1",119,660,0,2462
"0",171,522,0,3188
"0",71,547,0,3020
"0",135,729,0,2328
"0",99,697,0,3380
"0",63,689,0,3410
"0",151,679,0,3106
"1",143,520,0,3188
"0",111,710,0,3206
"0",151,661,0,2124
"0",194,758,0,3385
"0",163,748,0,3422
"0",95,672,0,3058
"0",179,760,0,2015
"0",71,723,0,3168
"0",99,520,0,1569
"1",111,716,0,3506
"0",194,695,0,3486
"1",127,520,0,1722
"0",131,745,0,2718
"0",194,725,0,1137
"0",167,759,0,3749
"0",127,582,0,3955
"0",52,618,0,3392
"0",131,707,0,1651
"0",210,602,0,3912
"0",214,520,0,4086
"0",115,611,0,1639
"0",119,705,0,2577
"0",119,584,0,3498
"0",163,671,0,2666
"0",214,657,0,3751
"0",71,672,0,2949
"0",131,650,0,3516
"0",143,626,0,2819
"0",71,635,0,NA
"0",87,699,0,-132
"0",123,520,0,2326
"0",202,520,0,2038
"0",95,691,0,3306
"0",151,760,0,3247
"0",60,755,0,3912
"0",24,750,0,4029
"0",75,760,0,3824
"0",119,694,0,2167
"0",135,649,0,3144
"1",123,586,0,NA
"0",202,520,0,2416
"0",NA,520,0,3782
"0",210,520,0,3291
"0",127,685,0,3233
"0",60,679,0,3268
"0",167,756,0,3950
"0",131,677,0,3302
"1",119,630,0,1639
"0",20,760,0,3687
"1",135,579,0,3722
"0",56,692,0,3675
"0",71,711,0,3303
"0",107,635,0,3622
"0",135,707,0,2510
"0",115,594,0,3870
"0",107,656,0,2687
"0",119,719,0,2420
"0",127,614,0,2860
"0",95,719,0,-132
"0",131,692,0,3233
"0",127,520,0,1470
"0",91,715,0,2791
"0",99,689,0,3414
"1",83,637,0,2480
"0",222,666,0,3735
"0",186,578,0,3962
"0",242,758,0,NA
"0",246,675,0,3661
"0",147,726,0,NA
"0",214,520,0,4066
"0",NA,559,0,3740
"0",159,700,0,3131
"0",159,671,0,3587
"0",40,745,0,3711
"0",NA,699,0,2613
"0",167,520,0,2217
"0",44,520,0,4083
"0",135,656,0,3636
"0",131,729,0,NA
"0",182,737,0,1661
"0",246,760,0,3030
"1",67,729,0,3604
"1",83,520,0,851
"0",167,753,0,2836
"0",63,743,0,3032
"0",190,732,0,3640
"0",NA,735,0,3835
"0",182,520,0,4009
"1",75,520,0,952
"0",123,657,0,3233
"0",95,683,0,3711
"0",87,657,0,3737
"0",246,759,0,3655
"0",246,760,0,2484
"0",151,695,0,2825
"0",16,689,0,4047
"1",71,597,0,3410
"0",95,694,0,2562
"0",63,719,0,3410
"0",147,688,0,2495
"0",119,759,0,1344
"1",111,608,0,3817
"0",159,520,0,201
"0",60,718,0,3233
"0",238,652,0,3326
"0",107,683,0,3693
"0",60,657,0,3410
"0",32,730,0,3779
"0",159,760,0,3498
"0",171,727,0,3852
"1",175,645,0,3218
"0",202,660,0,3229
"0",79,612,0,3144
"0",222,758,0,3888
"0",163,716,0,1875
"0",123,617,0,2657
"0",175,520,0,1103
"0",91,520,0,3148
"0",115,619,0,2878
"0",79,702,0,3787
"0",71,724,1,2577
"0",182,520,0,3463
"0",182,681,0,3823
"0",194,708,0,3711
"0",115,658,0,3365
"0",44,520,0,3799
"0",83,724,0,-132
"0",155,642,0,2775
"0",63,664,0,2995
"0",246,648,0,3673
"0",24,756,0,3764
"0",163,637,0,3569
"0",210,520,0,3288
"0",83,703,0,3994
"0",52,664,0,3410
"0",182,696,0,NA
"0",179,520,0,1736
"0",182,646,0,2907
"0",131,520,0,1676
"0",56,700,0,2451
"0",40,688,0,3602
"0",115,520,0,3934
"0",179,710,0,2631
"0",91,520,0,3764
"0",131,652,0,3718
"0",246,520,0,679
"0",75,675,0,3410
"0",123,648,0,2896
"0",151,706,0,901
"0",159,702,0,1034
"0",151,651,0,3449
"0",246,759,0,3357
"0",155,714,0,2522
"0",119,759,0,2701
"0",52,750,0,3233
"0",151,520,0,3919
"0",131,630,0,2994
"0",238,520,0,1371
"1",99,520,0,1787
"0",242,636,0,3864
"0",139,628,0,3587
"0",131,605,0,3631
"0",190,570,0,3262
"0",218,722,0,3807
"0",28,677,0,4029
"0",87,716,0,3296
"1",83,529,0,3569
"0",147,600,0,3785
"0",32,760,0,3498
"0",167,672,0,3039
"0",246,760,0,2976
"0",190,759,0,3144
"0",107,520,0,1446
"0",63,687,0,3923
"0",175,735,0,2453
"0",163,722,0,2170
"0",111,710,0,3056
"1",36,721,0,3923
"0",123,700,0,753
"0",48,588,0,2524
"0",127,520,0,2819
"0",131,648,0,3445
"0",194,520,0,1499
"0",139,735,0,2347
"0",119,741,0,3144
"0",131,624,0,2471
"0",135,652,0,3509
"0",135,635,0,3795
"0",202,720,0,3009
"0",246,759,0,3011
"0",246,737,0,2595
"0",103,710,0,3705
"0",107,711,0,2940
"0",222,680,0,3348
"0",246,520,0,3259
"0",111,630,0,2985
"0",40,652,0,3941
"0",83,684,0,3803
"1",103,594,0,4047
"0",135,756,0,3498
"0",238,759,0,3779
"0",123,674,0,1745
"0",155,740,0,2365
"0",143,669,0,1646
"0",167,676,0,2244
"0",131,520,0,3786
"0",56,733,0,3711
"0",206,520,0,2568
"0",610,649,0,3575
"0",115,705,0,3498
"0",139,693,0,2524
"0",20,677,0,4029
"0",115,736,0,3179
"0",87,725,0,3728
"0",190,658,0,3484
"0",71,739,0,2737
"0",20,746,0,3693
"0",167,520,0,360
"0",131,745,0,2701
"0",135,711,0,2347
"0",246,520,0,1218
"0",171,674,0,1196
"0",131,660,0,3325
"0",202,645,0,2338
"0",99,668,0,2999
"0",71,721,0,3498
"0",75,707,0,2598
"0",179,758,0,2435
"0",131,599,0,3658
"0",222,752,0,3233
"0",179,712,0,3247
"0",127,663,0,2687
"0",163,712,0,3129
"0",123,661,0,-132
"0",111,520,0,3056
"0",155,683,0,1580
"0",139,659,0,3004
"0",99,621,0,3075
"0",131,693,0,3799
"0",115,705,0,3166
"0",139,520,0,222
"0",36,701,0,3498
"0",222,619,0,3873
"0",151,717,0,3558
"0",60,520,0,1814
"0",139,759,0,3197
"0",171,520,0,3510
"0",99,718,0,1541
"1",127,610,0,3410
"0",139,608,0,2701
"1",111,693,0,3441
"0",56,745,0,2790
"0",95,635,0,3516
"0",230,589,0,1687
"0",NA,724,0,2701
"0",131,760,0,3188
"1",67,741,0,3852
"0",131,698,0,3277
"1",91,636,0,2034
"0",175,520,0,3799
"0",206,634,0,3250
"0",238,520,0,7445
"0",246,751,0,2436
"0",182,759,0,3622
"1",83,529,0,2681
"0",48,707,0,3498
"0",71,643,0,2347
"0",179,703,0,3366
"0",107,760,0,NA
"0",131,707,0,2701
"0",190,700,0,2808
"0",198,520,0,3123
"0",182,591,0,3587
"0",95,711,0,2720
"0",103,736,0,-132
"0",NA,587,0,3061
"0",107,604,0,2082
"0",NA,534,0,2967
"0",139,664,0,2294
"0",182,662,0,2914
"0",147,693,0,3026
"0",111,677,0,3776
"0",143,759,0,3374
"0",131,725,0,2524
"1",91,520,0,813
"0",242,679,0,3448
"0",147,520,0,3083
"0",44,749,0,4000
"0",163,705,0,3017
"0",194,712,0,2956
"0",111,676,0,3587
"0",119,714,0,2878
"0",179,520,0,562
"0",87,668,0,3941
"0",143,520,0,1769
"0",246,717,0,3491
"0",171,695,0,3188
"0",155,654,0,3321
"0",163,520,0,4082
"0",246,520,0,1047
"0",71,625,0,3022
"0",159,731,0,3457
"0",24,757,0,3852
"0",36,723,0,2613
"0",71,733,0,966
"0",246,759,0,2347
"0",198,669,0,3557
"0",NA,760,0,3233
"0",87,758,0,2967
"1",147,520,0,2391
"0",194,520,0,3130
"1",167,520,0,3845
"0",163,548,0,3803
"0",139,556,0,2825
"0",48,723,0,3835
"0",135,695,0,2790
"0",60,684,0,3851
"0",60,566,0,3587
"0",107,688,0,3569
"0",115,685,0,2620
"0",87,685,0,3365
"0",107,520,0,4052
"0",36,520,0,1947
"0",179,653,0,3225
"0",119,753,0,9426
"0",151,612,0,3926
"0",182,694,0,2951
"0",147,633,0,3852
"0",182,720,0,4000
"0",143,737,0,975
"0",206,553,0,3779
"0",163,652,0,1418
"0",198,694,0,2232
"0",206,716,0,3218
"0",28,520,0,2390
"0",71,520,0,914
"0",48,723,0,3760
"0",198,520,0,2908
"0",99,717,0,2701
"0",28,734,0,3746
"0",91,671,0,3373
"0",107,571,0,3481
"0",123,713,0,3232
"0",135,639,0,1884
"0",115,662,0,3751
"0",107,677,0,3085
"0",111,659,0,2984
"0",111,595,0,3498
"0",230,638,0,2839
"0",48,622,0,3728
"0",48,520,0,1506
"0",75,703,0,3188
"0",210,520,0,3713
"0",143,520,0,2377
"0",127,690,0,3041
"0",139,550,0,2524
"0",71,577,0,3711
"0",246,760,0,3286
"0",226,758,0,2967
"0",151,669,0,2464
"0",56,717,0,3233
"0",198,760,0,3374
"0",222,612,0,3941
"0",190,755,0,3774
"0",242,520,0,379
"1",32,750,0,3850
"0",60,720,0,3709
"0",206,657,0,NA
"1",63,700,0,3482
"0",214,699,0,2229
"0",91,729,0,NA
"0",131,739,0,2045
"0",155,715,0,NA
"0",NA,759,0,4074
"0",151,520,0,3915
"0",206,520,0,3709
"0",246,715,0,3823
"0",163,628,0,2798
"0",214,759,0,3531
"0",218,520,0,1891
"0",NA,673,0,2827
"0",167,520,0,1052
"1",83,591,0,3137
"0",107,726,0,3764
"0",488,719,0,2734
"0",190,700,0,3105
