"Label","age","default","balance","housing","loan","day","month","duration","campaign","pdays","previous"
"0",34,0,1464,1,0,23,5,350,1,-1,0
"0",35,0,90,1,0,23,5,203,1,-1,0
"0",31,0,714,1,0,23,5,254,1,-1,0
"0",33,0,463,1,0,23,5,230,1,-1,0
"0",40,0,1516,1,1,23,5,373,1,-1,0
"0",31,0,509,1,0,23,5,183,1,-1,0
"0",30,0,207,1,0,23,5,72,2,-1,0
"0",30,0,3967,1,0,23,5,534,1,-1,0
"0",37,0,3517,1,0,23,5,445,1,-1,0
"0",38,0,435,1,0,23,5,193,2,-1,0
"0",33,0,6227,1,0,23,5,76,2,-1,0
"0",34,0,1092,0,0,23,5,268,1,-1,0
"0",35,0,394,1,0,23,5,154,1,-1,0
"1",30,0,239,1,0,23,5,785,1,-1,0
"0",40,1,-509,1,0,23,5,298,1,-1,0
"0",31,0,-32,1,0,23,5,157,1,-1,0
"0",32,0,11315,0,0,23,5,286,1,-1,0
"0",31,0,1273,1,0,23,5,442,1,-1,0
"0",30,0,1649,1,0,23,5,206,1,-1,0
"0",34,0,84,1,0,23,5,299,1,-1,0
"1",30,0,278,1,1,23,5,1073,1,-1,0
"0",32,0,2459,1,1,23,5,162,1,-1,0
"0",31,0,4941,1,0,23,5,504,1,-1,0
"0",34,0,3798,1,0,23,5,488,1,-1,0
"0",30,0,597,1,0,23,5,190,1,-1,0
"0",32,0,-32,1,0,23,5,139,1,-1,0
"0",37,0,525,1,0,23,5,425,1,-1,0
"0",33,0,416,1,1,23,5,290,1,-1,0
"0",31,0,680,1,0,23,5,152,1,-1,0
"0",37,0,4303,1,0,23,5,168,1,-1,0
"0",32,0,3050,1,0,23,5,298,1,-1,0
"0",34,0,750,1,0,23,5,204,1,-1,0
"0",34,0,5547,1,0,23,5,313,1,-1,0
"0",35,0,643,1,0,23,5,322,1,-1,0
"0",33,0,-386,1,0,23,5,530,1,-1,0
"0",31,0,5889,1,0,23,5,237,1,-1,0
"0",32,0,207,1,0,23,5,360,1,-1,0
"0",32,0,1883,1,0,23,5,57,1,-1,0
"0",32,0,697,1,0,23,5,700,1,-1,0
"0",31,0,14692,1,0,23,5,601,1,-1,0
"0",30,0,595,1,0,23,5,231,1,-1,0
"0",30,0,1243,1,0,23,5,135,1,-1,0
"0",41,0,-326,1,1,23,5,86,2,-1,0
"0",33,0,17946,1,0,23,5,256,1,-1,0
"0",34,0,2144,1,0,23,5,157,1,-1,0
"0",39,0,1410,1,0,23,5,55,1,-1,0
"0",33,0,18347,1,0,23,5,415,1,-1,0
"0",33,0,177,1,0,23,5,293,1,-1,0
"0",22,0,0,1,0,23,5,816,2,-1,0
"0",35,0,291,0,0,23,5,100,1,-1,0
"0",34,0,1880,1,0,23,5,297,1,-1,0
"0",31,0,7,1,0,23,5,191,1,-1,0
"0",39,0,21,1,0,23,5,58,1,-1,0
"0",30,0,136,1,0,23,5,152,1,-1,0
"0",36,0,9068,1,0,23,5,98,1,-1,0
"0",31,0,159,1,0,23,5,533,1,-1,0
"0",42,0,2557,1,0,23,5,28,3,-1,0
"0",39,0,287,1,0,23,5,63,1,-1,0
"0",25,0,1765,1,0,23,5,135,2,-1,0
"0",34,0,571,1,0,23,5,202,2,-1,0
"0",31,0,0,1,1,23,5,181,1,-1,0
"0",35,0,700,1,0,23,5,240,2,-1,0
"0",44,0,0,1,0,23,5,354,4,-1,0
"0",28,0,59,1,1,23,5,293,2,-1,0
"0",28,0,370,1,0,23,5,108,5,-1,0
"0",31,0,0,1,0,23,5,275,2,-1,0
"0",32,0,225,1,0,23,5,23,1,-1,0
"0",36,0,-118,1,1,23,5,263,2,-1,0
"0",32,0,390,1,0,23,5,85,1,-1,0
"0",37,0,1379,1,0,23,5,319,3,-1,0
"0",36,0,1168,1,0,23,5,242,3,-1,0
"0",41,0,287,0,0,23,5,236,2,-1,0
"0",32,0,2549,1,0,23,5,246,3,-1,0
"0",34,0,79,1,0,23,5,83,1,-1,0
"0",31,0,0,1,0,23,5,391,1,-1,0
"0",32,0,827,1,0,23,5,230,2,-1,0
"0",39,0,12,1,0,23,5,130,1,-1,0
"0",36,0,973,1,1,23,5,293,1,-1,0
"0",34,0,1408,1,0,23,5,245,1,-1,0
"1",34,0,2495,1,0,23,5,924,1,-1,0
"0",35,0,339,1,0,23,5,317,1,-1,0
"0",32,0,0,1,0,23,5,134,2,-1,0
"0",36,0,520,1,0,23,5,110,2,-1,0
"0",40,0,5745,1,1,23,5,37,1,-1,0
"0",36,0,222,1,0,23,5,188,1,-1,0
"0",33,0,-355,1,0,23,5,911,2,-1,0
"0",31,0,1804,1,0,23,5,206,1,-1,0
"0",30,0,253,1,0,23,5,160,2,-1,0
"0",33,0,524,1,0,23,5,156,2,-1,0
"0",29,0,132,0,0,23,5,314,3,-1,0
"0",36,1,-1,1,1,23,5,268,1,-1,0
"0",47,0,-401,1,0,23,5,78,1,-1,0
"0",32,0,410,1,0,23,5,115,2,-1,0
"0",32,0,3155,1,0,23,5,99,3,-1,0
"0",50,0,247,0,0,23,5,173,1,-1,0
"0",41,0,16,0,0,23,5,95,1,-1,0
"0",29,0,823,1,0,23,5,14,2,-1,0
"0",24,0,1141,1,0,23,5,230,1,-1,0
"0",56,0,246,1,0,23,5,438,1,-1,0
"0",55,0,-102,1,0,23,5,35,1,-1,0
"0",32,0,151,0,0,23,5,111,2,-1,0
"0",32,0,1212,1,0,23,5,463,2,-1,0
"0",56,0,397,1,0,23,5,252,1,-1,0
"0",32,0,-6,0,0,23,5,881,2,-1,0
"0",28,0,56,1,0,23,5,66,1,-1,0
"0",34,0,1156,1,0,23,5,234,2,-1,0
"0",36,0,-327,1,1,23,5,691,1,-1,0
"0",26,0,1570,1,0,23,5,81,1,-1,0
"0",51,0,-175,1,1,23,5,270,1,-1,0
"0",43,0,353,1,0,23,5,153,1,-1,0
"0",42,0,61,1,0,23,5,65,1,-1,0
"0",31,0,-1206,1,0,23,5,390,1,-1,0
"0",29,0,208,1,0,23,5,249,1,-1,0
"0",28,0,38,1,0,23,5,31,1,-1,0
"0",52,0,-209,1,1,23,5,161,1,-1,0
"0",44,0,759,1,0,23,5,397,1,-1,0
"0",38,0,-40,1,0,23,5,227,1,-1,0
"0",28,0,4,1,0,23,5,7,1,-1,0
"0",24,0,45,1,1,23,5,465,1,-1,0
"0",29,0,-753,1,1,23,5,98,1,-1,0
"0",24,0,820,1,0,23,5,665,1,-1,0
"0",32,0,0,1,1,23,5,80,1,-1,0
"0",27,0,672,1,0,23,5,164,1,-1,0
"0",41,0,-762,1,1,23,5,145,1,-1,0
"0",42,0,422,1,0,23,5,25,2,-1,0
"0",25,0,51,1,0,23,5,76,2,-1,0
"0",36,0,1601,1,0,23,5,163,3,-1,0
"0",36,0,2278,1,0,23,5,152,2,-1,0
"0",24,1,110,1,0,23,5,27,1,-1,0
"0",32,0,539,1,1,23,5,281,2,-1,0
"0",37,0,-332,1,0,23,5,284,2,-1,0
"0",46,1,0,0,0,23,5,378,2,-1,0
"0",29,0,468,1,1,23,5,353,1,-1,0
"0",43,0,240,1,0,23,5,83,2,-1,0
"0",30,0,2,0,1,23,5,50,3,-1,0
"0",33,1,339,1,0,23,5,496,4,-1,0
"0",46,0,295,1,0,23,5,141,6,-1,0
"0",54,0,7252,0,0,23,5,139,2,-1,0
"0",36,0,1109,1,0,23,5,122,5,-1,0
"0",40,0,-319,1,0,23,5,59,3,-1,0
"0",34,0,5553,1,0,23,5,258,5,-1,0
"0",30,0,187,1,0,23,5,110,1,-1,0
"0",30,0,2080,1,0,23,5,466,2,-1,0
"0",45,0,-319,1,0,23,5,254,1,-1,0
"0",25,0,-221,1,0,23,5,250,1,-1,0
"0",28,0,2114,0,1,23,5,79,1,-1,0
"0",30,0,4009,1,0,23,5,260,4,-1,0
"0",35,0,579,1,0,23,5,250,3,-1,0
"0",48,0,3142,0,0,23,5,563,1,-1,0
"0",35,0,-205,1,0,23,5,147,14,-1,0
"0",30,0,79,0,0,23,5,125,3,-1,0
"0",38,0,-591,1,0,23,5,71,1,-1,0
"0",55,0,440,0,0,23,5,556,1,-1,0
"0",32,1,-274,1,1,23,5,456,2,-1,0
"0",45,0,0,1,1,23,5,268,1,-1,0
"0",35,0,2043,1,1,23,5,159,2,-1,0
"0",30,0,282,1,1,23,5,148,2,-1,0
"0",31,0,-26,1,1,23,5,448,1,-1,0
"0",46,0,-267,0,0,23,5,249,3,-1,0
"0",29,0,368,1,0,23,5,160,1,-1,0
"0",33,0,745,1,0,23,5,115,4,-1,0
"0",49,0,383,1,0,23,5,290,3,-1,0
"0",37,0,239,1,0,23,5,140,2,-1,0
"0",47,0,382,1,0,23,5,57,4,-1,0
"0",39,0,2679,1,1,23,5,811,1,-1,0
"0",32,0,3,1,0,23,5,108,3,-1,0
"0",55,0,4746,1,0,23,5,288,3,-1,0
"0",41,0,30,0,0,23,5,1003,1,-1,0
"0",39,0,-455,1,0,23,5,542,2,-1,0
"0",30,0,0,1,0,23,5,541,2,-1,0
"0",31,0,-78,1,1,23,5,198,2,-1,0
"0",30,0,302,1,1,23,5,302,1,-1,0
"0",44,0,-299,1,0,23,5,268,1,-1,0
"0",31,0,1611,1,0,23,5,154,2,-1,0
"0",34,0,498,1,0,23,5,216,2,-1,0
"0",32,0,0,0,0,23,5,206,3,-1,0
"0",26,0,454,1,1,23,5,28,18,-1,0
"0",39,0,0,1,0,23,5,210,2,-1,0
"0",35,0,30,0,0,23,5,186,1,-1,0
"0",35,0,511,1,1,23,5,472,1,-1,0
"0",32,0,127,1,0,23,5,189,2,-1,0
"0",32,0,1940,1,0,23,5,215,2,-1,0
"0",30,0,-108,1,0,23,5,216,1,-1,0
"0",43,0,242,1,0,23,5,174,1,-1,0
"0",29,0,1012,1,0,23,5,926,1,-1,0
"0",27,0,-393,1,1,23,5,235,2,-1,0
"0",27,0,430,1,0,23,5,116,2,-1,0
"0",33,0,-825,1,0,23,5,228,2,-1,0
"0",29,0,135,1,0,23,5,150,6,-1,0
"0",28,0,369,1,0,23,5,411,3,-1,0
"0",32,0,1522,1,0,23,5,302,3,-1,0
"0",30,0,523,1,0,23,5,253,2,-1,0
"0",39,0,104,1,0,23,5,138,6,-1,0
"0",35,0,341,1,0,23,5,824,2,-1,0
"0",49,0,3767,1,0,23,5,493,13,-1,0
"0",32,0,1667,1,0,23,5,345,3,-1,0
"0",35,0,430,1,0,23,5,147,50,-1,0
"0",37,0,603,1,0,23,5,773,2,-1,0
"0",45,0,0,0,0,23,5,574,5,-1,0
"0",37,0,510,1,0,23,5,122,6,-1,0
"0",40,0,0,1,0,23,5,193,2,-1,0
"0",33,0,17455,1,1,23,5,343,4,-1,0
"0",36,0,176,1,0,23,5,111,1,-1,0
"0",42,0,139,1,0,23,5,166,1,-1,0
"0",30,0,3625,1,0,23,5,469,2,-1,0
"0",32,0,1651,1,0,23,5,189,2,-1,0
"0",26,0,74,1,0,23,5,106,6,-1,0
"1",45,0,-311,1,0,23,5,1030,1,-1,0
"0",35,0,-413,1,0,23,5,178,1,-1,0
"0",39,0,1202,1,0,23,5,364,2,-1,0
"0",33,0,321,1,0,23,5,101,5,-1,0
"0",32,0,221,1,0,23,5,224,4,-1,0
"0",27,0,1996,1,0,23,5,187,1,-1,0
"0",39,0,1222,1,0,23,5,451,4,-1,0
"0",43,1,150,1,1,23,5,226,2,-1,0
"0",31,0,701,1,0,23,5,301,2,-1,0
"0",50,0,0,1,1,23,5,97,1,-1,0
"0",53,0,-375,1,0,23,5,24,1,-1,0
"0",31,0,6374,1,0,23,5,922,2,-1,0
"0",36,0,387,1,0,23,5,232,1,-1,0
"1",45,0,149,1,0,23,5,893,3,-1,0
"0",38,0,630,1,0,23,5,201,3,-1,0
"0",31,0,150,1,0,23,5,83,2,-1,0
"0",31,0,1358,1,1,23,5,339,2,-1,0
"0",36,0,614,1,0,23,5,13,5,-1,0
"0",40,0,-212,1,1,23,5,54,1,-1,0
"0",30,0,590,1,0,23,5,242,3,-1,0
"0",35,0,8,1,0,23,5,55,4,-1,0
"0",42,0,687,1,1,23,5,229,1,-1,0
"0",45,0,61,1,1,23,5,208,1,-1,0
"0",41,0,-210,1,1,23,5,210,1,-1,0
"0",33,0,1541,1,0,23,5,423,2,-1,0
"0",32,0,1342,1,0,23,5,109,2,-1,0
"0",32,0,4,1,0,23,5,233,2,-1,0
"0",30,0,501,1,0,23,5,209,3,-1,0
"0",34,0,128,1,0,23,5,114,4,-1,0
"1",33,0,1464,1,0,23,5,588,3,-1,0
"0",30,0,6,1,0,23,5,274,2,-1,0
"0",34,1,-369,1,0,23,5,353,2,-1,0
"0",38,0,1375,1,0,23,5,83,3,-1,0
"0",36,0,0,0,0,23,5,539,2,-1,0
"0",34,0,4053,1,0,23,5,123,2,-1,0
"0",24,0,-286,1,0,23,5,327,2,-1,0
"0",30,0,253,1,0,23,5,167,4,-1,0
"0",34,0,157,1,0,23,5,20,17,-1,0
"0",39,0,1951,1,0,23,5,208,2,-1,0
"0",36,0,4519,1,0,23,5,117,2,-1,0
"0",33,0,1134,1,0,23,5,304,2,-1,0
"0",31,0,426,1,0,23,5,82,7,-1,0
"0",43,0,-495,1,1,23,5,131,1,-1,0
"0",34,0,1049,1,0,23,5,25,14,-1,0
"0",33,0,463,1,0,23,5,76,4,-1,0
"1",33,0,3546,1,0,23,5,777,2,-1,0
"0",53,0,1,1,1,23,5,178,1,-1,0
"0",54,0,-239,1,0,23,5,29,1,-1,0
"0",31,0,1340,1,0,23,5,199,2,-1,0
"0",46,0,772,1,0,23,5,488,1,-1,0
"0",54,0,-630,0,0,23,5,173,1,-1,0
"0",37,0,507,1,1,23,5,157,1,-1,0
"0",32,0,736,1,0,23,5,700,3,-1,0
"0",40,0,395,1,1,23,5,281,1,-1,0
"0",60,0,-46,0,0,23,5,132,2,-1,0
"0",33,0,2599,1,0,23,5,328,3,-1,0
"0",35,0,-461,0,0,23,5,339,1,-1,0
"0",33,0,0,0,0,23,5,211,3,-1,0
"0",39,0,3643,1,0,23,5,160,3,-1,0
"0",58,0,0,1,0,23,5,138,6,-1,0
"0",43,0,-141,1,1,23,5,128,1,-1,0
"0",38,0,526,1,1,23,5,553,2,-1,0
"0",49,0,23,1,0,23,5,247,1,-1,0
"0",35,0,839,1,0,23,5,50,3,-1,0
"0",53,0,-1455,1,0,23,5,169,2,-1,0
"0",40,1,-306,1,0,23,5,253,1,-1,0
"0",36,0,655,1,0,23,5,153,4,-1,0
"0",42,0,3465,1,0,23,5,373,9,-1,0
"0",36,0,876,1,0,23,5,241,2,-1,0
"0",35,0,154,1,0,23,5,211,4,-1,0
"0",33,0,67,1,1,23,5,316,4,-1,0
"0",37,0,5205,1,0,23,5,493,2,-1,0
"1",44,0,5773,0,0,23,5,597,6,-1,0
"0",35,0,0,1,1,23,5,107,2,-1,0
"0",36,0,1694,1,1,23,5,164,6,-1,0
"0",31,0,1074,1,0,23,5,1438,2,-1,0
"1",40,0,278,1,0,23,5,1015,3,-1,0
"0",38,0,1102,1,0,23,5,159,3,-1,0
"0",46,0,0,1,0,23,5,172,3,-1,0
"0",29,0,0,1,0,23,5,331,2,-1,0
"0",33,0,-346,1,1,23,5,29,3,-1,0
"0",32,0,415,0,0,23,5,76,2,-1,0
"0",48,0,851,0,1,23,5,937,3,-1,0
"0",32,0,1247,1,0,23,5,154,3,-1,0
"0",35,0,91,1,0,23,5,185,4,-1,0
"0",32,0,882,0,0,23,5,569,3,-1,0
"0",42,0,165,1,0,23,5,333,2,-1,0
"0",32,0,1501,1,0,23,5,70,6,-1,0
"0",35,0,1529,0,0,23,5,95,4,-1,0
"0",39,0,293,1,0,23,5,160,3,-1,0
"0",30,0,1572,1,1,23,5,209,3,-1,0
"0",30,0,-679,1,0,23,5,372,3,-1,0
"0",32,0,497,1,0,23,5,92,3,-1,0
"0",28,0,-303,1,0,23,5,277,2,-1,0
"0",30,0,9194,1,0,23,5,178,2,-1,0
"0",44,0,97,1,0,23,5,95,14,-1,0
"0",34,0,70,1,1,23,5,138,4,-1,0
"0",38,0,1839,0,0,23,5,63,2,-1,0
"0",27,0,1492,1,0,23,5,67,13,-1,0
"0",31,0,357,1,0,23,5,77,3,-1,0
"0",37,0,192,1,0,23,5,105,2,-1,0
"0",45,0,875,1,1,23,5,292,2,-1,0
"0",33,0,0,1,0,23,5,57,5,-1,0
"0",39,0,-288,0,0,23,5,151,9,-1,0
"0",32,0,1581,0,0,23,5,331,3,-1,0
"1",31,0,2910,1,0,23,5,1392,2,-1,0
"0",38,0,372,0,0,23,5,59,3,-1,0
"0",32,0,9,1,0,23,5,98,2,-1,0
"0",32,0,1780,1,0,23,5,100,4,-1,0
"0",33,0,2665,1,0,23,5,358,2,-1,0
"0",49,0,188,1,0,23,5,181,16,-1,0
"0",32,0,506,1,0,23,5,188,6,-1,0
"0",32,0,38,1,0,23,5,368,5,-1,0
"0",31,0,-331,1,0,23,5,203,5,-1,0
"0",39,0,31,1,0,23,5,146,4,-1,0
"0",37,0,-21,1,1,23,5,61,2,-1,0
"0",33,0,1847,1,0,23,5,129,6,-1,0
"0",35,0,208,1,0,23,5,247,3,-1,0
"0",37,0,5,1,0,23,5,266,2,-1,0
"0",31,0,-848,1,0,23,5,559,3,-1,0
"0",35,0,317,1,0,23,5,162,3,-1,0
"0",38,0,5779,1,0,23,5,75,3,-1,0
"0",31,0,489,1,0,23,5,204,4,-1,0
"0",30,1,4,1,0,23,5,84,3,-1,0
"0",31,0,631,1,0,23,5,248,4,-1,0
"0",44,0,0,1,0,23,5,82,2,-1,0
"0",51,0,3,0,1,23,5,259,2,-1,0
"0",31,0,2197,1,0,23,5,146,3,-1,0
"0",35,0,178,1,0,23,5,703,2,-1,0
"0",34,0,358,1,0,23,5,100,4,-1,0
"0",32,0,3144,1,0,23,5,348,2,-1,0
"0",31,0,309,1,0,23,5,146,6,-1,0
"0",34,0,391,1,1,23,5,34,2,-1,0
"0",32,0,1903,1,0,23,5,297,3,-1,0
"0",50,0,1605,1,0,23,5,22,2,-1,0
"0",36,0,141,1,0,23,5,106,3,-1,0
"0",58,0,-205,1,0,23,5,253,2,-1,0
"0",30,0,2150,1,0,23,5,465,4,-1,0
"0",36,0,111,1,0,23,5,163,3,-1,0
"0",31,0,57,1,1,23,5,104,5,-1,0
"0",37,0,876,1,0,23,5,213,4,-1,0
"0",33,1,2,0,0,23,5,74,4,-1,0
"0",31,0,-357,1,0,23,5,245,4,-1,0
"0",37,0,13849,1,0,23,5,252,5,-1,0
"0",37,0,0,0,0,23,5,118,3,-1,0
"0",40,0,5517,1,0,23,5,146,13,-1,0
"0",58,0,5505,1,0,23,5,317,4,-1,0
"0",46,0,4707,1,0,23,5,93,8,-1,0
"0",32,0,523,1,0,23,5,116,5,-1,0
"0",26,1,-516,1,0,23,5,386,2,-1,0
"0",49,0,1878,1,1,23,5,283,11,-1,0
"0",30,0,253,1,0,23,5,146,4,-1,0
"0",33,0,471,0,0,23,5,215,4,-1,0
"0",44,0,-315,1,0,23,5,90,3,-1,0
"0",34,0,240,1,0,23,5,260,3,-1,0
"0",31,0,1098,1,0,23,5,427,2,-1,0
"0",26,0,-211,1,0,23,5,164,3,-1,0
"0",31,0,9874,1,0,23,5,1222,5,-1,0
"0",29,0,1008,1,0,23,5,426,9,-1,0
"0",36,0,165,1,0,23,5,456,4,-1,0
"0",52,0,3622,1,1,23,5,40,7,-1,0
"0",31,0,92,1,0,23,5,98,17,-1,0
"0",53,0,7598,1,0,23,5,27,7,-1,0
"0",35,0,0,1,0,23,5,100,4,-1,0
"0",46,0,-143,1,0,23,5,1034,9,-1,0
"0",39,0,540,1,1,23,5,1066,2,-1,0
"0",31,0,1495,1,1,23,5,159,3,-1,0
"0",38,0,0,1,0,23,5,353,2,-1,0
"0",53,0,3316,1,0,23,5,331,6,-1,0
"0",27,0,3,1,0,23,5,159,5,-1,0
"0",34,0,387,1,0,26,5,52,3,-1,0
"0",40,0,33,0,0,26,5,70,3,-1,0
"0",37,0,152,1,0,26,5,159,3,-1,0
"0",32,0,41,1,1,26,5,117,2,-1,0
"0",60,0,1718,1,0,26,5,146,6,-1,0
"0",49,0,-287,1,0,26,5,49,1,-1,0
"0",30,0,2317,1,0,26,5,260,5,-1,0
"0",41,0,71,1,0,26,5,60,3,-1,0
"0",38,0,283,1,0,26,5,193,1,-1,0
"0",44,0,-627,1,0,26,5,373,2,-1,0
"0",56,0,-216,1,0,26,5,336,1,-1,0
"0",49,0,-347,1,0,26,5,200,2,-1,0
"0",50,0,199,1,1,26,5,79,1,-1,0
"0",31,0,31,1,1,26,5,501,2,-1,0
"0",52,0,0,1,0,26,5,206,1,-1,0
"0",58,0,674,1,0,26,5,80,1,-1,0
"0",37,0,-796,1,1,26,5,299,1,-1,0
"0",43,0,470,1,1,26,5,185,1,-1,0
"0",47,0,4063,1,1,26,5,207,1,-1,0
"0",53,0,-372,1,0,26,5,104,1,-1,0
"0",32,0,1156,1,0,26,5,185,5,-1,0
"0",37,1,-886,1,0,26,5,224,1,-1,0
"0",42,0,-245,0,1,26,5,63,1,-1,0
"0",33,0,157,1,0,26,5,897,5,-1,0
"0",37,0,510,1,0,26,5,322,1,-1,0
"0",40,0,-426,0,1,26,5,245,1,-1,0
"0",34,0,-436,1,0,26,5,317,1,-1,0
"0",41,0,320,1,0,26,5,511,1,-1,0
"0",59,0,0,0,1,26,5,155,1,-1,0
"1",30,0,541,1,0,26,5,414,2,-1,0
"0",32,0,1337,0,0,26,5,368,6,-1,0
"0",42,0,-280,1,0,26,5,258,1,-1,0
"0",36,0,247,1,0,26,5,247,1,-1,0
"0",44,0,-1379,1,1,26,5,140,1,-1,0
"0",49,0,383,1,1,26,5,31,1,-1,0
"0",56,0,-85,1,1,26,5,118,1,-1,0
"0",43,0,0,1,0,26,5,142,3,-1,0
"0",50,0,683,1,1,26,5,129,3,-1,0
"0",58,0,295,1,1,26,5,136,2,-1,0
"0",43,0,978,1,1,26,5,82,2,-1,0
"0",33,0,105,1,0,26,5,122,4,-1,0
"0",34,0,503,1,0,26,5,120,2,-1,0
"0",36,0,-8,1,0,26,5,180,2,-1,0
"0",59,0,-396,1,0,26,5,204,1,-1,0
"0",46,0,-454,1,0,26,5,120,1,-1,0
"0",51,0,-380,1,0,26,5,181,1,-1,0
"0",35,0,1098,1,0,26,5,19,17,-1,0
"0",37,0,155,1,0,26,5,460,1,-1,0
"0",44,0,-54,1,1,26,5,437,1,-1,0
"0",48,0,238,1,0,26,5,76,2,-1,0
"0",44,0,106,1,0,26,5,95,1,-1,0
"0",30,0,0,1,0,26,5,30,1,-1,0
"0",35,0,3888,0,0,26,5,422,5,-1,0
"0",42,0,-138,1,0,26,5,109,1,-1,0
"0",46,0,1728,1,0,26,5,50,2,-1,0
"0",50,0,1651,1,0,26,5,41,2,-1,0
"0",37,0,0,1,0,26,5,581,1,-1,0
"0",56,0,463,0,0,26,5,131,2,-1,0
"0",54,0,-361,1,0,26,5,227,1,-1,0
"0",33,0,-27,1,0,26,5,165,1,-1,0
"0",36,0,0,0,0,26,5,80,1,-1,0
"0",39,0,0,1,0,26,5,470,1,-1,0
"0",35,0,-239,1,0,26,5,281,1,-1,0
"0",25,0,1182,1,0,26,5,141,2,-1,0
"0",37,0,0,1,0,26,5,24,1,-1,0
"1",44,0,1262,1,0,26,5,788,11,-1,0
"0",37,0,435,1,0,26,5,210,1,-1,0
"0",29,0,149,1,0,26,5,367,4,-1,0
"0",32,0,241,1,0,26,5,266,1,-1,0
"0",59,0,879,1,0,26,5,228,1,-1,0
"0",46,0,-171,1,0,26,5,135,1,-1,0
"0",34,0,241,1,1,26,5,85,1,-1,0
"0",35,0,103,1,0,26,5,290,2,-1,0
"0",53,0,1925,1,0,26,5,153,1,-1,0
"0",48,0,-212,1,1,26,5,76,1,-1,0
"0",35,0,-587,1,0,26,5,111,1,-1,0
"0",39,0,259,1,0,26,5,168,1,-1,0
"0",36,0,19,1,1,26,5,109,1,-1,0
"0",32,0,86,1,0,26,5,1099,1,-1,0
"0",30,0,214,1,1,26,5,219,1,-1,0
"0",31,0,895,1,0,26,5,202,1,-1,0
"0",48,0,145,1,0,26,5,14,38,-1,0
"0",43,0,-1701,1,0,26,5,285,1,-1,0
"0",42,0,193,1,0,26,5,262,1,-1,0
"0",37,0,-255,1,0,26,5,96,2,-1,0
"0",40,0,19343,1,0,26,5,168,4,-1,0
"0",46,0,0,1,0,26,5,208,2,-1,0
"0",43,0,0,0,0,26,5,483,1,-1,0
"0",53,0,137,0,1,26,5,129,1,-1,0
"0",30,0,-170,1,1,26,5,130,1,-1,0
"0",40,0,-342,1,0,26,5,754,1,-1,0
"0",38,0,-673,1,0,26,5,364,1,-1,0
"0",40,0,193,1,1,26,5,258,1,-1,0
"0",40,0,655,1,0,26,5,227,1,-1,0
"0",38,0,25,1,1,26,5,266,3,-1,0
"0",49,0,305,1,1,26,5,232,1,-1,0
"0",36,0,125,1,0,26,5,172,1,-1,0
"0",45,0,591,1,0,26,5,164,1,-1,0
"0",46,0,537,0,0,26,5,222,5,-1,0
"0",42,0,-68,1,1,26,5,167,1,-1,0
"0",35,0,-197,1,0,26,5,103,1,-1,0
"1",34,0,-538,1,0,26,5,682,1,-1,0
"0",47,0,-213,1,0,26,5,168,1,-1,0
"0",29,0,340,1,1,26,5,297,1,-1,0
"0",34,0,-694,1,0,26,5,62,1,-1,0
"0",36,0,160,1,0,26,5,142,1,-1,0
"0",57,0,3284,1,0,26,5,63,1,-1,0
"0",47,0,191,1,0,26,5,212,1,-1,0
"0",53,0,1252,1,0,26,5,149,1,-1,0
"0",40,0,669,1,0,26,5,161,3,-1,0
"0",34,0,2064,1,0,26,5,165,2,-1,0
"0",33,0,-53,1,0,26,5,369,1,-1,0
"0",30,0,-754,1,1,26,5,974,1,-1,0
"0",31,0,89,1,0,26,5,167,1,-1,0
"0",54,0,153,1,1,26,5,74,1,-1,0
"0",35,0,788,1,0,26,5,223,1,-1,0
"0",35,0,947,1,0,26,5,140,2,-1,0
"0",32,0,358,0,0,26,5,396,1,-1,0
"0",29,0,1395,1,0,26,5,61,1,-1,0
"0",34,0,-563,1,0,26,5,252,1,-1,0
"0",39,0,97,1,1,26,5,379,1,-1,0
"0",41,1,-651,1,1,26,5,374,1,-1,0
"0",36,0,101,1,1,26,5,314,1,-1,0
"0",29,0,494,1,0,26,5,341,2,-1,0
"0",44,0,902,0,0,26,5,206,1,-1,0
"0",43,0,527,1,0,26,5,166,12,-1,0
"0",38,0,322,1,0,26,5,61,1,-1,0
"0",39,0,-606,1,0,26,5,142,1,-1,0
"1",31,0,747,1,0,26,5,543,2,-1,0
"0",54,0,682,1,1,26,5,133,1,-1,0
"0",32,0,18,0,0,26,5,52,1,-1,0
"0",58,0,0,1,0,26,5,77,1,-1,0
"0",32,0,405,1,0,26,5,200,1,-1,0
"0",31,0,298,1,1,26,5,518,1,-1,0
"0",33,0,1595,1,0,26,5,296,1,-1,0
"0",28,0,1107,1,0,26,5,144,1,-1,0
"0",31,0,682,1,0,26,5,473,5,-1,0
"0",34,0,-287,1,1,26,5,199,1,-1,0
"0",31,0,2229,1,0,26,5,90,4,-1,0
"0",28,0,7544,1,0,26,5,470,1,-1,0
"0",37,0,3429,1,1,26,5,81,8,-1,0
"0",32,0,-204,1,1,26,5,202,2,-1,0
"0",50,0,14,1,1,26,5,68,1,-1,0
"1",45,0,61,1,0,26,5,745,4,-1,0
"0",34,0,635,1,0,26,5,247,1,-1,0
"0",56,0,0,1,0,26,5,250,1,-1,0
"0",26,0,245,1,0,26,5,16,11,-1,0
"0",37,0,-476,1,0,26,5,149,2,-1,0
"0",33,0,-424,1,0,26,5,863,1,-1,0
"0",47,0,-545,1,1,26,5,140,5,-1,0
